chunk_id,text,document_name,page_number,total_pages
Chapter 13.pdf_p10_c0,"Scenarios • A use case provides a generic description of the overall functionality • A scenario is an instance of a use case • Have multiple scenarios for the same use case describing different outcomes (best, normal, worst case scenario )",Chapter 13.pdf,10,101
Chapter 13.pdf_p11_c0,Normal Scenario: Elevator Problem Figure 13.3,Chapter 13.pdf,11,101
Chapter 13.pdf_p12_c0,Exception Scenario: Elevator Problem Figure 13.4,Chapter 13.pdf,12,101
Chapter 13.pdf_p13_c0,"13.5 Entity Class Modeling : The Elevator Problem Case Study • Extract classes and their attributes – Represent them using a UML diagram • One alternative: Deduce the classes from use cases and their scenarios – Possible danger: Often there are many scenarios, and hence – Too many candidate classes • Other alternatives: – CRC cards (if you have domain knowledge) – Noun extraction",Chapter 13.pdf,13,101
Chapter 13.pdf_p14_c0,13.5.1 Noun Extraction • A two-stage process: – Stage 1. Concise problem definition • Describe the software product in single paragraph – Stage 2. Identify the nouns • Identify the nouns in the informal strategy,Chapter 13.pdf,14,101
Chapter 13.pdf_p15_c0,"Noun Extraction • Example: Buttons in elevators and on the floors control the movement of n elevators in a building with m floors. Buttons illuminate when pressed to request an elevator to stop at a specific floor; the illumination is canceled when the request has been satisfied. When an elevator has no requests, it remains at its current floor with its doors closed. • Eight different nouns – Button, elevator, floor, movement, building, illumination, request,",Chapter 13.pdf,15,101
Chapter 13.pdf_p15_c1,"its doors closed. • Eight different nouns – Button, elevator, floor, movement, building, illumination, request, door",Chapter 13.pdf,15,101
Chapter 13.pdf_p16_c0,"Noun Extraction • Floor, building, door – Lie outside the problem boundary and therefore may be ignored • Movement, illumination, request – Abstract nouns (that is, they identify things that have no physical existence) – Abstract nouns rarely end up corresponding to classes. Instead, they frequently are attributes of classes • Use the nouns as candidate classes; – Elevator Class and Button Class • Subclasses: – Elevator Button Class and Floor Button Class",Chapter 13.pdf,16,101
Chapter 13.pdf_p17_c0,Noun Extraction – Class diagram First Iteration • Problem – Buttons do not communicate directly with elevators – We need an additional class: Elevator Controller Class Figure 13.5,Chapter 13.pdf,17,101
Chapter 13.pdf_p18_c0,Noun Extraction – Class diagram Second Iteration • All relationships are now 1-to-n – This makes design and implementation easier Figure 13.6,Chapter 13.pdf,18,101
Chapter 13.pdf_p19_c0,"13.5.2 CRC Cards • Class-Responsibility-Collaboration (CRC) Cards have been used since 1989 for OOA • For each class, fill in a card showing – Name of Class – Functionality (Responsibility) – List of classes it invokes (Collaboration) • CRC cards – Post-It notes can be used – CRC cards can be automated (CASE tool component)",Chapter 13.pdf,19,101
Chapter 13.pdf_p20_c0,"CRC Cards (contd) • Strength – CRC cards are a powerful tool for highlighting missing or incorrect items – Relationships between classes can be clarified • Weakness – If CRC cards are used to identify entity classes, domain expertise is needed",Chapter 13.pdf,20,101
Chapter 13.pdf_p21_c0,13.6 Dynamic Modeling: The Elevator Problem Case Study • The aim of dynamic modelling is to produce a statechart for each class • Statecharts embody: – States – Events – Predicates • A statechart is constructed by modeling the events of the scenarios,Chapter 13.pdf,21,101
Chapter 13.pdf_p22_c0,Dynamic Modeling: The Elevator Problem Case Study (contd) Figure 13.7,Chapter 13.pdf,22,101
Chapter 13.pdf_p23_c0,13.7 The Test Workflow: Object- Oriented Analysis • The test workflow indicated that an extra class is needed namely: – Elevator Doors Class,Chapter 13.pdf,23,101
Chapter 13.pdf_p24_c0,Third Iteration of Class Diagram Figure 13.10,Chapter 13.pdf,24,101
Chapter 13.pdf_p25_c0,Second Iteration of the Normal Scenario Figure 13.11,Chapter 13.pdf,25,101
Chapter 13.pdf_p26_c0,"Serious Problem with Third Iteration of Class Diagram • Return to Figure 13.10 (third iteration of class diagram) • Elevator Controller Class is running everything • This is an example of a class: – That is exposed to too much information, and – has too much control • This is a well-known antipattern",Chapter 13.pdf,26,101
Chapter 13.pdf_p27_c0,Distributed Decentralized Architecture • Distribute the control – Instead of having one central elevator controller,Chapter 13.pdf,27,101
Chapter 13.pdf_p28_c0,Fourth Iteration of Class Diagram Figure 13.12,Chapter 13.pdf,28,101
Chapter 13.pdf_p29_c0,"Distributed Decentralized Architecture • Each of the n elevators now has its own elevator subcontroller • Each of the m floors now has its own floor subcontroller • The (m + n) subcontrollers all communicate with a scheduler, which processes requests",Chapter 13.pdf,29,101
Chapter 13.pdf_p30_c0,Distributed Decentralized Architecture (contd) • A Floor Button Class object is controlled by its corresponding Floor Subcontroller Class object • An Elevator Button Class object is controlled by its corresponding Elevator Subcontroller Class object,Chapter 13.pdf,30,101
Chapter 13.pdf_p31_c0,Distributed Decentralized Architecture (contd) • There is a sensor just above and just below each floor in each elevator shaft • When an Elevator Class object nears or leaves a floor – The corresponding Sensor Class object informs the corresponding Elevator Subcontroller Class object,Chapter 13.pdf,31,101
Chapter 13.pdf_p32_c0,Distributed Decentralized Architecture (contd) • The UML diagrams now need to be updated to reflect the fourth iteration of the class diagram,Chapter 13.pdf,32,101
Chapter 13.pdf_p33_c0,First Iteration of Statechart for Elevator Subcontroller Class Figure 13.13,Chapter 13.pdf,33,101
Chapter 13.pdf_p34_c0,"13.8 Extracting the Boundary and Control Classes • Boundary classes represent each – Input screen, – Output screen, and – Report • Each small computation is modeled by a control class",Chapter 13.pdf,34,101
Chapter 13.pdf_p35_c0,13.9 The Initial Functional Model: MSG Foundation Figure 13.15,Chapter 13.pdf,35,101
Chapter 13.pdf_p36_c0,Use Case Manage a Mortgage • One possible extended scenario • A second extended scenario Figure 13.16 Figure 13.17,Chapter 13.pdf,36,101
Chapter 13.pdf_p37_c0,Use Case Estimate Funds Available for Week • One possible scenario Figure 13.18,Chapter 13.pdf,37,101
Chapter 13.pdf_p38_c0,Use Case Produce a Report • One possible scenario • Another possible scenario Figure 13.19 Figure 13.20,Chapter 13.pdf,38,101
Chapter 13.pdf_p39_c0,"13.10 The Initial Class Diagram: MSG Foundation • The aim of entity modeling step is to extract the entity classes, determine their interrelationships, and find their attributes • Usually, the best way to begin this step is to use the two-stage noun extraction method",Chapter 13.pdf,39,101
Chapter 13.pdf_p40_c0,"Noun Extraction: MSG Foundation • Stage 1: Describe the software product in a single paragraph: – Weekly reports are to be printed showing how much money is available for mortgages. In addition, lists of investments and mortgages must be printed on demand. • Stage 2: Describe the software product in a single paragraph: – Weekly reports are to be printed showing how much money is available for mortgages. In addition, lists of investments and mortgages",Chapter 13.pdf,40,101
Chapter 13.pdf_p40_c1,"showing how much money is available for mortgages. In addition, lists of investments and mortgages must be printed on demand.",Chapter 13.pdf,40,101
Chapter 13.pdf_p41_c0,"Noun Extraction: MSG Foundation (contd) • Nouns: – Report, money, mortgage, list, investment • The nouns report and list are short lived, and are unlikely to be entity classes • Money is an abstract noun • Candidate entity classes: – Mortgage Class – Investment Class",Chapter 13.pdf,41,101
Chapter 13.pdf_p42_c0,First Iteration of the Initial Class Diagram Figure 13.21,Chapter 13.pdf,42,101
Chapter 13.pdf_p43_c0,"Second Iteration of the Initial Class Diagram • Operations performed on the two entity classes are likely to be very similar – Insertions, deletions, and modifications – All members of both entity classes have to be printed on demand • Mortgage Class and Investment Class should be subclasses of a superclass called Asset Class",Chapter 13.pdf,43,101
Chapter 13.pdf_p44_c0,Second Iteration of Initial Class Diagram (contd) Figure 13.22,Chapter 13.pdf,44,101
Chapter 13.pdf_p45_c0,"Back to the Requirements Workflow • The current five use cases include Manage a Mortgage and Manage an Investment • These two can now be combined into a single use case, Manage an Asset",Chapter 13.pdf,45,101
Chapter 13.pdf_p46_c0,Eighth Iteration of the Use-Case Diagram • The new use case is shaded Figure 13.23,Chapter 13.pdf,46,101
Chapter 13.pdf_p47_c0,"Initial Class Diagram: MSG Foundation (contd) • Finally, we add the attributes of each class to the class diagram – For the MSG Foundation case study, the result is shown on the next slide • The empty rectangle at the bottom of each box will later be filled with the operations of that class",Chapter 13.pdf,47,101
Chapter 13.pdf_p48_c0,Second Iteration of Initial Class Diagram (contd) Figure 13.24,Chapter 13.pdf,48,101
Chapter 13.pdf_p49_c0,13.11 The Initial Dynamic Model: MSG Foundation • Dynamic modeling is the third step in extracting the entity classes • A statechart is constructed that reflects all the operations performed by or to the software product • The operations are determined from the scenarios,Chapter 13.pdf,49,101
Chapter 13.pdf_p50_c0,Initial Dynamic Model: MSG Foundation (contd) Figure 13.25,Chapter 13.pdf,50,101
Chapter 13.pdf_p51_c0,"Initial Dynamic Model: MSG Foundation (contd) • The statechart reflects the operations of the complete MSG Foundation information system – The solid circle on the top left represents the initial state, the starting point of the statechart – The white circle containing the small black circle on the top right represents the final state – States other than the initial and final states are represented by rectangles with rounded corners – The arrows represent possible",Chapter 13.pdf,51,101
Chapter 13.pdf_p51_c1,and final states are represented by rectangles with rounded corners – The arrows represent possible transitions from state to state,Chapter 13.pdf,51,101
Chapter 13.pdf_p52_c0,"Initial Dynamic Model: MSG Foundation (contd) • In state MSG Foundation Information System Loop, one of five events can occur • An MSG staff member can issue one of five commands: – estimate funds for the week – manage an asset – update estimated annual operating expenses – produce a report, or – quit",Chapter 13.pdf,52,101
Chapter 13.pdf_p53_c0,"Initial Dynamic Model: MSG Foundation (contd) • These possibilities are indicated by the five events – estimate funds for the week selected – manage an asset selected – update estimated annual operating expenses selected – produce a report selected, and – quit selected • An event causes a transition between states",Chapter 13.pdf,53,101
Chapter 13.pdf_p54_c0,"13.12 Revising the Entity Classes: MSG Foundation • The initial functional model, the initial class diagram, and the initial dynamic model are completed – Checking them reveals a fault • In the initial statechart, consider state Update Estimated Annual Operating Expenses with operation Update the estimated annual operating expenses – This operation has to be performed on the current value of the estimated annual operating expense",Chapter 13.pdf,54,101
Chapter 13.pdf_p55_c0,Revising the Entity Classes: MSG Foundation (contd) • But where is the value of the estimated annual operating expenses to be found? • Currently there is only one class (Asset Class) and its two subclasses – Neither is appropriate for storing the estimated annual operating expenses,Chapter 13.pdf,55,101
Chapter 13.pdf_p56_c0,Revising the Entity Classes: MSG Foundation (contd) • The only way a value can be stored on a long-term basis is as an attribute of an instance of that class or its subclasses • Another entity class is needed for storing the estimated annual operating expenses – MSG Application Class,Chapter 13.pdf,56,101
Chapter 13.pdf_p57_c0,Third Iteration of the Initial Class Diagram: MSG Foundation • MSG Application Class has other attributes as well – Attributes that do not appertain to the assets Figure 13.28,Chapter 13.pdf,57,101
Chapter 13.pdf_p58_c0,Third Iteration of the Initial Class Diagram: MSG Foundation Figure 13.29 • The class diagram redrawn to show the stereotypes,Chapter 13.pdf,58,101
Chapter 13.pdf_p59_c0,"13.13 Extracting the Boundary Classes: MSG Foundation • There will be a single screen that the MSG staff member can use for the four use cases • There are three reports that have to be printed • Therefore, the initial boundary classes of the MSG Foundation case study: – User Interface Class – Estimated Funds Report Class – Mortgages Report Class – Investments Report Class",Chapter 13.pdf,59,101
Chapter 13.pdf_p60_c0,13.14 Extracting the Control Classes: MSG Foundation • There is just one computation – Estimating the funds available for the week • This yields the initial control class – Estimate Funds for Week Class,Chapter 13.pdf,60,101
Chapter 13.pdf_p61_c0,"13.15 Use-Case Realization: The MSG Foundation Case Study • The verb “realize” is used at least 3 different ways: – Understand (“Harvey slowly began to realize that he was in the wrong classroom”); – Receive (“Ingrid will realize a profit of $45,000 on the stock transaction”); and – Accomplish (“Janet hopes to realize her dream of starting a computer company”) • In the phrase “realize a use case,” the word “realize” is used in this",Chapter 13.pdf,61,101
Chapter 13.pdf_p61_c1,"• In the phrase “realize a use case,” the word “realize” is used in this last sense, that is, it means to accomplish or achieve the use case",Chapter 13.pdf,61,101
Chapter 13.pdf_p62_c0,Use-Case Realization (contd) • The realization of a specific scenario of a use case is depicted using an interaction diagram – Either a sequence diagram or communication diagram,Chapter 13.pdf,62,101
Chapter 13.pdf_p63_c0,13.15.1 Estimate Funds Available for Week Use Case • Use-case diagram Figure 13.32,Chapter 13.pdf,63,101
Chapter 13.pdf_p64_c0,Estimate Funds Available for Week Use Case (contd) • Description of use case Figure 13.33,Chapter 13.pdf,64,101
Chapter 13.pdf_p65_c0,Estimate Funds Available for Week Use Case (contd) • Class diagram (classes that enter into the use case) Figure 13.34,Chapter 13.pdf,65,101
Chapter 13.pdf_p66_c0,Estimate Funds Available for Week Use Case (contd) • Scenario (one possible instance of the use case) Figure 13.35,Chapter 13.pdf,66,101
Chapter 13.pdf_p67_c0,"Estimate Funds Available for Week Use Case (contd) • A working information system uses objects, not classes – Example: A specific mortgage cannot be represented by Mortgage Class but rather by an object, a specific instance of Mortgage Class • Such an object is denoted by : Mortgage Class",Chapter 13.pdf,67,101
Chapter 13.pdf_p68_c0,Estimate Funds Available for Week Use Case (contd) • A class diagram shows the classes in the use case and their relationships – It does not show the objects nor the sequence of messages as they are sent from object to object • Something more is needed,Chapter 13.pdf,68,101
Chapter 13.pdf_p69_c0,Estimate Funds Available for Week Use Case (contd) • Communication diagram (of the realization of the scenario of the use case) Figure 13.36,Chapter 13.pdf,69,101
Chapter 13.pdf_p70_c0,"Estimate Funds Available for Week Use Case (contd) • The communication diagram shows the objects as well as the messages, numbered in the order in which they are sent in the specific scenario",Chapter 13.pdf,70,101
Chapter 13.pdf_p71_c0,"Estimate Funds Available for Week Use Case (contd) • No client will approve the specification document without understanding it • Accordingly, a written description of the interaction diagram is needed, the flow of events",Chapter 13.pdf,71,101
Chapter 13.pdf_p72_c0,Estimate Funds Available for Week Use Case (contd) • The flow of events of the collaboration diagram of the realization of the scenario of the use case Figure 13.37,Chapter 13.pdf,72,101
Chapter 13.pdf_p73_c0,Estimate Funds Available for Week Use Case (contd) • Sequence diagram equivalent to the communication diagram (of the realization of the scenario of the use case) Figure 13.38,Chapter 13.pdf,73,101
Chapter 13.pdf_p74_c0,"Interaction Diagrams - Page 440 • The strength of a sequence diagram is that it shows the flow of messages and their order unambiguously – When transfer of information is the focus of attention, a sequence diagram is superior to a communication diagram • A communication diagram is similar to a class diagram – When the developers are concentrating on the classes, a communication diagram is more useful than the equivalent sequence diagram",Chapter 13.pdf,74,101
Chapter 13.pdf_p75_c0,"Estimate Funds Available for Week Use Case (contd) • Figures 13.32 through 13.38 do not depict a random collection of UML artifacts • Instead, these figures depict a use case and artifacts derived from that use case • In more detail (see next slide):",Chapter 13.pdf,75,101
Chapter 13.pdf_p76_c0,Estimate Funds Available for Week Use Case (contd) • Figure 13.32 depicts the use case Estimate Funds Available for Week • The figure models – All possible sets of interactions – Between the actor MSG Staff Member (external to the software product) and the MSG Foundation software product itself – That relate to the action of estimating funds available for the week,Chapter 13.pdf,76,101
Chapter 13.pdf_p77_c0,Estimate Funds Available for Week Use Case (contd) • Figure 13.33 is the description of that use case • The figure provides a written account of the details of the Estimate Funds Available for Week use case of Figure 13.32,Chapter 13.pdf,77,101
Chapter 13.pdf_p78_c0,Estimate Funds Available for Week Use Case (contd) • Figure 13.34 is a class diagram showing the classes that realize the Estimate Funds Available for Week use case • The figure depicts – The classes that are needed to model all possible scenarios of the use case – Together with their interactions,Chapter 13.pdf,78,101
Chapter 13.pdf_p79_c0,Estimate Funds Available for Week Use Case (contd) • Figure 13.35 is a scenario • It depicts one specific instance of the use case of Figure 13.32,Chapter 13.pdf,79,101
Chapter 13.pdf_p80_c0,Estimate Funds Available for Week Use Case (contd) • Figure 13.36 is a communication diagram of the realization of the scenario of Figure 13.35 • The figure depicts the objects and the messages sent between them in the realization of that one specific scenario,Chapter 13.pdf,80,101
Chapter 13.pdf_p81_c0,Estimate Funds Available for Week Use Case (contd) • Figure 13.37 is the flow of events of the communication diagram of the realization of the scenario of Figure 13.35 • Figure 13.37 is a written description of the realization of the scenario of Figure 13.35 – (Compare: Figure 13.33 is a written description of the Estimate Funds Available for Week use case of Figure 13.32),Chapter 13.pdf,81,101
Chapter 13.pdf_p82_c0,Estimate Funds Available for Week Use Case (contd) • Figure 13.38 is the sequence diagram that is fully equivalent to the communication diagram of Figure 13.36 • The sequence diagram depicts the objects and the messages sent between them in the realization of the scenario of Figure 13.35 • Its flow of events is therefore also shown in Figure 13.37,Chapter 13.pdf,82,101
Chapter 13.pdf_p83_c0,13.15.2 Manage an Asset Use Case • Work through this example and make sure that you understand it.,Chapter 13.pdf,83,101
Chapter 13.pdf_p84_c0,13.15.3 Update Annual Operating Expenses Use Case • Work through this example and make sure that you understand it.,Chapter 13.pdf,84,101
Chapter 13.pdf_p85_c0,13.15.4 Produce a Report Use Case • Work through this example and make sure that you understand it.,Chapter 13.pdf,85,101
Chapter 13.pdf_p86_c0,"13.16 Incrementing the Class Diagram: The MSG Foundation • In the course of realizing the various use cases – Interrelationships between classes become apparent • Accordingly, we now combine the realization class diagrams",Chapter 13.pdf,86,101
Chapter 13.pdf_p87_c0,Combining the Realization Class Diagrams Figure 13.62,Chapter 13.pdf,87,101
Chapter 13.pdf_p88_c0,Fourth Iteration of the Class Diagram • Fourth iteration + realization class diagram Figure 13.63,Chapter 13.pdf,88,101
Chapter 13.pdf_p89_c0,Software Project Management Plan • The last step in the analysis workflow of the MSG Foundation case study is to draw up the software project management plan • It appears in Appendix F,Chapter 13.pdf,89,101
Chapter 13.pdf_p90_c0,13.17 The Test Workflow • Read through this section,Chapter 13.pdf,90,101
Chapter 13.pdf_p91_c0,"13.18 The Specification Document in the Unified Process • The Unified Process is use-case driven – The use cases and the artifacts derived from them replace the traditional textual specification document • The client must be shown each use case and associated artifacts, both diagrammatic and textual – These UML diagrams convey to the client more information more accurately than the traditional specification document – The set of UML diagrams can also play the same",Chapter 13.pdf,91,101
Chapter 13.pdf_p91_c1,the traditional specification document – The set of UML diagrams can also play the same contractual role as the traditional specification document,Chapter 13.pdf,91,101
Chapter 13.pdf_p92_c0,"The Specification Document (contd) • A scenario is a specific execution sequence • The client can therefore appreciate how the product works equally well from – A use case together with its scenarios, or – A rapid prototype • The difference is – The use cases are successively refined, with more information added each time, whereas – The rapid prototype is discarded",Chapter 13.pdf,92,101
Chapter 13.pdf_p93_c0,"The Specification Document (contd) • However, a rapid prototype of the user interface is required – Specimen screens and reports are needed (not a complete rapid prototype)",Chapter 13.pdf,93,101
Chapter 13.pdf_p94_c0,"13.19 More on Actors and Use Cases • To find the actors, consider every role in which an individual can interact with the software product – Example: Applicants, Borrowers • Actors are not individuals – They are roles played by those individuals • Find all the different roles played by each user – From the list of roles, extract the actors",Chapter 13.pdf,94,101
Chapter 13.pdf_p95_c0,"More on Actors and Use Cases (contd) • In the Unified Process – The term worker is used to denote a role played by an individual – In the Unified Process, Applicants and Borrowers are two different workers • In common parlance – The word “worker” usually refers to an employee • In this book, the word “role” is used in place of “worker”",Chapter 13.pdf,95,101
Chapter 13.pdf_p96_c0,"More on Actors and Use Cases (contd) • Within a business context, finding the roles is easy – They are displayed within the use-case business model • To find the actors – Find the subset of the use-case business model that corresponds to the use-case model of the requirements",Chapter 13.pdf,96,101
Chapter 13.pdf_p97_c0,More on Actors and Use Cases (contd) • To find the actors (in more detail): – Construct the use-case business model – Consider only those parts of the business model that correspond to the proposed software product – The actors in this subset are the actors we seek,Chapter 13.pdf,97,101
Chapter 13.pdf_p98_c0,"More on Actors and Use Cases (contd) • Within a business context, finding use cases is easy • For each role, there will be one or more use cases – Find the actors (see previous slide) – The use cases then follow",Chapter 13.pdf,98,101
Chapter 13.pdf_p99_c0,13.20 CASE Tools for the Object- Oriented Analysis Workflow • Diagrams play a major role in object-oriented analysis • Diagrams often change – We need a diagramming tool – Many tools go further • All modern tools support UML – Commercial examples • IBM Rational Rose • Together – Open-source example • ArgoUML,Chapter 13.pdf,99,101
Chapter 13.pdf_p100_c0,"13.21 Metrics for the Object-Oriented Analysis Workflow • As with the other core workflows – It is essential to measure the five fundamental metrics: size, cost, duration, effort, and quality – It is essential to keep accurate fault statistics • A measure of size of the object-oriented analysis – Number of pages of UML diagrams",Chapter 13.pdf,100,101
Chapter 13.pdf_p101_c0,13.22 Challenges of the Object- Oriented Analysis Workflow • Do not cross the boundary line between analysis (what) and design (how) • Do not allocate methods to classes yet – Reallocating methods to classes during stepwise refinement is wasted effort,Chapter 13.pdf,101,101
Chapter 14.pdf_p2_c0,14.1 Design and Abstraction • Read through this section!,Chapter 14.pdf,2,29
Chapter 14.pdf_p3_c0,14.2 Operation-Oriented Design • Read through this section!,Chapter 14.pdf,3,29
Chapter 14.pdf_p4_c0,14.3 Data Flow Analysis • Read through this section!,Chapter 14.pdf,4,29
Chapter 14.pdf_p5_c0,14.4 Transaction Analysis • Read through this section!,Chapter 14.pdf,5,29
Chapter 14.pdf_p6_c0,14.5 Data-Oriented Design • Read through this section!,Chapter 14.pdf,6,29
Chapter 14.pdf_p7_c0,"14.6 Object-Oriented Design (OOD) • OOD (Object-Oriented Design) consists of two steps: • Step 1. Complete the class diagram – Determine the formats of the attributes – Assign each method, either to a class or to a client that sends a message to an object of that class • Step 2. Perform the detailed design",Chapter 14.pdf,7,29
Chapter 14.pdf_p8_c0,"Object-Oriented Design Steps (contd) • Step 1. Complete the class diagram – The formats of the attributes can be directly deduced from the analysis artifacts • Example: Dates – U.S. format (mm/dd/yyyy) – European format (dd/mm/yyyy) – In both instances, 10 characters are needed",Chapter 14.pdf,8,29
Chapter 14.pdf_p9_c0,"Object-Oriented Design Steps (contd) • The formats could be added during analysis – Object-oriented paradigm is iterative – Each iteration results in a change to what has already been completed – To minimize rework, never add an item to a UML diagram until strictly necessary",Chapter 14.pdf,9,29
Chapter 14.pdf_p10_c0,"Object-Oriented Design Steps (contd) • Step 1. Complete the class diagram – Assign each method, either to a class or to a client that sends a message to an object of that class – Do this by examining the interaction diagrams",Chapter 14.pdf,10,29
Chapter 14.pdf_p11_c0,Estimate Funds Available for Week Use Case (contd) • Communication diagram (of the realization of the scenario of the use case) Figure 13.36,Chapter 14.pdf,11,29
Chapter 14.pdf_p12_c0,Object-Oriented Design Steps (contd) • The difficulty is on deciding which method to assign to which class • Principle A: Information hiding – All variables are declared private or protected and therefore operations performed on those variables must be local to the class,Chapter 14.pdf,12,29
Chapter 14.pdf_p13_c0,"Object-Oriented Design Steps (contd) • Principle B: If an operation is invoked by many clients of an object, assign a single copy to the object, rather than have a copy in each client • Principle C: Responsibility-driven design – Client sends a message to an object, – That object is responsible for every aspect of carrying out the request of the client – Client does not know how the request will be carried out –",Chapter 14.pdf,13,29
Chapter 14.pdf_p13_c1,"the client – Client does not know how the request will be carried out – Once request has been carried out, control is returned to client",Chapter 14.pdf,13,29
Chapter 14.pdf_p14_c0,14.7 Object-Oriented Design: The Elevator Problem Case Study • Step 1. Complete the class diagram – Consider the second iteration of the CRC card for the elevator controller Figure 13.9 (again),Chapter 14.pdf,14,29
Chapter 14.pdf_p15_c0,Detailed Design: Elevator Problem • Detailed design of elevatorEventLoop is constructed from the statechart Figure 14.12,Chapter 14.pdf,15,29
Chapter 14.pdf_p16_c0,14.9 The Design Workflow • Summary of the design workflow: – The analysis workflow artifacts are iterated and integrated until the programmers can utilize them – Identification of the methods and the allocation to classes – Detailed design is also performed • Decisions to be made include: – Implementation language – How much of the existing software must be reused – Portability,Chapter 14.pdf,16,29
Chapter 14.pdf_p17_c0,"The Design Workflow (contd) • The Unified Process was designed to present a methodology that could be used to develop large-scale software products • Analysis workflow is used to partition the system into packages – A package is a set of related classes, usually of relevance to a subset of actors, that can be implemented as a single unit",Chapter 14.pdf,17,29
Chapter 14.pdf_p18_c0,The Design Workflow (contd) • The idea of decomposing a large workflow into independent smaller workflows (packages) is carried forward to the design workflow • The objective is to break up the upcoming implementation workflow into manageable pieces – Subsystems,Chapter 14.pdf,18,29
Chapter 14.pdf_p19_c0,"The Design Workflow (contd) • Why the product is broken into subsystems: – It is easier to implement a number of smaller subsystems than one large system – If the subsystems are independent, they can be implemented by programming teams working in parallel • The software product as a whole can then be delivered sooner",Chapter 14.pdf,19,29
Chapter 14.pdf_p20_c0,The Design Workflow (contd) • The architecture of a software product includes – The various components – How they fit together – The allocation of components to subsystems • The task of designing the architecture is specialized – It is performed by a software architect,Chapter 14.pdf,20,29
Chapter 14.pdf_p21_c0,"The Design Workflow (contd) • The architect needs to make trade-offs – Every software product must satisfy its functional requirements (the use cases) – It also must satisfy its nonfunctional requirements, including • Portability, reliability, robustness, maintainability, – It must do all these things within budget and time constraints • The architect must assist the client by laying out the trade-offs",Chapter 14.pdf,21,29
Chapter 14.pdf_p22_c0,"The Design Workflow (contd) • It is usually impossible to satisfy all the requirements, functional and nonfunctional, within the cost and time constraints – Some sort of compromises have to be made • The client has to – Relax some of the requirements; – Increase the budget; and/or – Move the delivery deadline",Chapter 14.pdf,22,29
Chapter 14.pdf_p23_c0,The Design Workflow (contd) • The architecture of a software product is critical – The requirements workflow can be fixed during the analysis workflow – The analysis workflow can be fixed during the design workflow – The design workflow can be fixed during the implementation workflow • But there is no way to recover from a suboptimal architecture – The architecture must immediately be redesigned,Chapter 14.pdf,23,29
Chapter 14.pdf_p24_c0,"14.10 The Test Workflow: Design • Design reviews (inspections or walkthroughs) must be performed – The design must correctly reflect the specifications – The design itself must be correct • Transaction-driven inspections – Essential for transaction-oriented products – However, they are insufficient — specification-driven inspections are also needed to detect whether the designers have overlooked instances of transactions required by the specifications",Chapter 14.pdf,24,29
Chapter 14.pdf_p25_c0,"14.12 Formal Techniques for Detailed Design • Implementing a complete product and then proving it correct is hard • However, use of formal techniques during detailed design can help – Correctness proving can be applied to module-sized pieces – The design should have fewer faults if it is developed in parallel with a correctness proof – If the same programmer does the detailed design and implementation • The programmer will have a positive attitude to",Chapter 14.pdf,25,29
Chapter 14.pdf_p25_c1,does the detailed design and implementation • The programmer will have a positive attitude to the detailed design • This should lead to fewer faults,Chapter 14.pdf,25,29
Chapter 14.pdf_p26_c0,14.13 Real-Time Design Techniques • Read through this section!,Chapter 14.pdf,26,29
Chapter 14.pdf_p27_c0,14.15 Metrics for Design • Read through this section!,Chapter 14.pdf,27,29
Chapter 14.pdf_p28_c0,"14.16 Challenges of the Design Phase • Designers must do the right amount of work – Designers may write the detailed code instead of just the PDL – Designers may provide too little information in the detailed design, and leave the detailed design to the programmers",Chapter 14.pdf,28,29
Chapter 14.pdf_p29_c0,"Challenges of the Design Phase (contd) • We need to “grow” great designers • Potential great designers must be – Identified, – Provided with a formal education, – Apprenticed to great designers, and – Allowed to interact with other designers • There must be a specific career path for these designers, with appropriate rewards",Chapter 14.pdf,29,29
Chapter 16.pdf_p1_c0,CHAPTER 16 POSTDELIVERY MAINTENANCE,Chapter 16.pdf,1,34
Chapter 16.pdf_p2_c0,16.1 Development and Maintenance • Postdelivery maintenance – Any change to any component of the product (including documentation) after it has passed the acceptance test,Chapter 16.pdf,2,34
Chapter 16.pdf_p3_c0,"16.2 Why Postdelivery Maintenance Is Necessary? • Corrective maintenance – To correct residual faults • Analysis, design, implementation, documentation, or any other type of faults",Chapter 16.pdf,3,34
Chapter 16.pdf_p4_c0,16.2 Why Postdelivery Maint. Is Necessary (contd)? • Perfective maintenance – Client requests changes to improve product effectiveness • Add additional functionality • Make product run faster • Improve maintainability,Chapter 16.pdf,4,34
Chapter 16.pdf_p5_c0,"16.2 Why Postdelivery Maint. Is Necessary (contd)? • Adaptive maintenance – Responses to changes in the environment in which the product operates • The product is ported to a new compiler, operating system, and/or hardware • A change to the tax code • 9-digit ZIP codes",Chapter 16.pdf,5,34
Chapter 16.pdf_p6_c0,"16.3 What Is Required of Postdelivery Maintenance Programmers? • At least 67% of the total cost of a product accrues during postdelivery maintenance • Nevertheless, even today many organizations assign maintenance to – Unsupervised beginners, and – Less competent programmers",Chapter 16.pdf,6,34
Chapter 16.pdf_p7_c0,16.3 What is Required of Postd. Maint. Prog. (contd)? • Postdelivery maintenance is one of the most difficult aspects of software production because – Postdelivery maintenance incorporates aspects of all other workflows,Chapter 16.pdf,7,34
